error,participant,block,condition,colour,category
0,ao,2,Mnemonic,green3,green
0,ao,2,Mnemonic,green4,green
0.5,ao,2,Mnemonic,purple1,purple
0,ao,2,Mnemonic,purple2,purple
0.25,ao,2,Mnemonic,purple3,purple
0.5,ao,2,Mnemonic,purple4,purple
0,ao,2,Mnemonic,red1,red
0.25,ao,2,Mnemonic,red2,red
0,ao,2,Mnemonic,red3,red
0.5,ao,2,Mnemonic,red4,red
